207875346,2026.23
104554755,1501.17
204516012,2363.06
108223578,2346.73
106704396,2275.45
203863164,1547.89
105047821,2696.25
108399739,1762.89
200733426,2944.34
205124379,2895.3
101631062,2602.53
207480896,1585.31
101900670,1576.2
207198414,2632.4
109679543,2603.57
202040559,2548.88
104847414,2642.61
206876136,2019.96
107102215,2461.07
203272498,1697.56
100120748,1939.07
201913464,2254.36
108639364,2160.02
101358523,2248.82
104301616,1864.13
108967454,2264.3
102233171,1638.48
101161961,2903.94
101888158,2381.53
201999176,1601.1
102853518,1743.45
100675960,2402.04
203305398,1985.44
109921121,2836.61
206709609,1921.56
101087407,1914.35
201390816,2901.07
206417332,2001.41
209725288,2822.5
100686370,2688.86
105121362,2554.47
209952282,1980.08
108540699,1803.17
204157640,2685.33
104201012,2038.9
108009967,2430.36
200125161,1771.5
104035049,2785.68
201418935,2388.16
106567526,1708.58
207345952,2399.72
202280933,1525.79
101416903,2441.63
103708135,1964.67
102534914,2469.24
107072199,2671.02
104670561,1950.41
205115760,1517.23
209229588,2981.63
202931135,2350.03
204092698,2829.43
208969807,2331.09
203837824,2183.36
101333213,1869.0
108707685,2106.18
108470543,1898.12
203984623,2305.99
203855801,2751.91
204324736,1653.68
101876578,1565.64
108747171,1617.52
100800819,2991.35
105053711,2222.2
102523593,2866.02
207868854,2816.17
105031025,2948.92
201860627,2102.33
104818875,1675.94
202365250,1873.17
103503770,2814.6
205151132,2460.37
106669121,2574.38
107694926,1647.54
207667663,1520.18
207598656,2486.29
104199356,2574.51
202865050,2452.93
208506776,2503.48
201100000,1984.12
100958710,2976.48
104476682,2253.93
102573632,2236.91
107844631,2914.92
101084183,2925.41
203786806,2807.53
101846349,2967.0
200024953,1673.84
104106410,2862.02
207373965,2844.31
102676988,2659.43
