204516012,2363.06
207875346,2026.23
203863164,1547.89
200733426,2944.34
205124379,2895.3
207480896,1585.31
207198414,2632.4
202040559,2548.88
206876136,2019.96
203272498,1697.56
201913464,2254.36
201999176,1601.1
203305398,1985.44
206709609,1921.56
201390816,2901.07
206417332,2001.41
209725288,2822.5
209952282,1980.08
204157640,2685.33
200125161,1771.5
201418935,2388.16
207345952,2399.72
202280933,1525.79
205115760,1517.23
209229588,2981.63
202931135,2350.03
204092698,2829.43
208969807,2331.09
203837824,2183.36
203984623,2305.99
203855801,2751.91
204324736,1653.68
207868854,2816.17
201860627,2102.33
202365250,1873.17
205151132,2460.37
207667663,1520.18
207598656,2486.29
202865050,2452.93
208506776,2503.48
201100000,1984.12
203786806,2807.53
