104554755,1501.17
108223578,2346.73
106704396,2275.45
105047821,2696.25
108399739,1762.89
101631062,2602.53
101900670,1576.2
109679543,2603.57
104847414,2642.61
107102215,2461.07
100120748,1939.07
108639364,2160.02
101358523,2248.82
104301616,1864.13
108967454,2264.3
102233171,1638.48
101161961,2903.94
101888158,2381.53
102853518,1743.45
100675960,2402.04
109921121,2836.61
101087407,1914.35
100686370,2688.86
105121362,2554.47
108540699,1803.17
104201012,2038.9
108009967,2430.36
104035049,2785.68
106567526,1708.58
101416903,2441.63
103708135,1964.67
102534914,2469.24
107072199,2671.02
104670561,1950.41
101333213,1869.0
108707685,2106.18
108470543,1898.12
101876578,1565.64
108747171,1617.52
100800819,2991.35
105053711,2222.2
102523593,2866.02
105031025,2948.92
104818875,1675.94
103503770,2814.6
106669121,2574.38
107694926,1647.54
104199356,2574.51
100958710,2976.48
104476682,2253.93
102573632,2236.91
107844631,2914.92
101084183,2925.41
101846349,2967.0
